isbn,hall,bookcase,shelf,numbers
9780195117950,1,10,7,3
9780195119206,1,10,7,4
9780195121216,1,10,7,2
9780195135794,1,10,7,1
9780195135923,1,10,7,5
9780195145816,1,10,8,5
9780195168952,1,10,8,3
9780195174472,1,10,8,5
9780195300925,1,10,8,5
9780195309683,1,10,8,2
9780195325928,1,11,1,5
9780198140818,1,11,1,1
9780198144960,1,11,1,1
9780198320210,1,11,1,2
9780198320272,1,11,1,5
9780198321460,1,11,1,3
9780198321477,1,11,1,2
9780198601739,1,11,2,4
9780198711551,1,11,2,3
9780198752752,1,11,2,2
9780198782742,1,11,2,1
9780199120093,1,11,2,5
9780199205646,1,11,2,3
9780199265770,1,11,3,5
9780199267170,1,11,3,1
9780199280162,1,11,3,1
9780199296095,1,11,3,2
9780201408256,1,11,3,3
9780201748673,1,11,3,1
9780205479801,1,11,3,3
9780224063029,1,11,3,4
9780224064736,1,11,3,5
9780224072656,1,11,3,4
9780226014906,1,11,3,4
9780226020457,1,11,4,5
9780226025971,1,11,4,2
9780226042756,1,11,4,3
9780226066660,1,11,4,5
9780226142692,1,11,4,4
9780226142814,1,11,4,3
9780226204055,1,11,4,4
9780226204192,1,11,4,5
9780226300689,1,11,4,2
9780226301198,1,11,4,3
9780226307664,1,11,5,4
9780226307756,1,11,5,1
9780226307787,1,11,5,3
9780226307800,1,11,5,5
9780226307947,1,11,5,2
9780226321325,1,11,5,3
9780226323985,1,11,5,3
9780226329659,1,11,5,1
9780226424156,1,11,5,4
9780226443225,1,11,5,2
9780226467719,1,11,5,1
9780226500607,1,11,5,5
9780226500621,1,11,6,4
9780226675763,1,11,6,1
9780226735191,1,11,6,5
9780226777108,1,11,6,1
9780226817415,1,11,6,1
9780231054751,1,11,6,2
9780231073370,1,11,6,4
9780231082815,1,11,6,3
9780231104470,1,11,6,3
9780231118958,1,11,6,5
9780231121002,1,11,6,3
9780231121255,1,11,7,4
9780231121910,1,11,7,5
9780231124928,1,11,7,2
9780231138703,1,11,7,4
9780237525378,1,11,7,5
9780241003008,1,11,7,1
9780241912720,1,11,7,5
9780252008078,1,11,7,2
9780252019814,1,11,7,4
9780253201621,1,11,7,4
9780253202178,1,11,7,5
9780253203182,1,11,8,5
9780253204783,1,11,8,4
9780253209108,1,11,8,3
9780253209306,1,11,8,2
9780253214690,1,11,8,4
9780261102200,1,11,8,1
9780261102262,1,11,8,1
9780261102309,1,11,8,1
9780261102422,1,11,8,1
9780261102637,1,11,8,2
9780261103306,1,11,8,1
9780261103665,1,12,1,5
9780262240512,1,12,1,4
9780262532556,1,12,1,3
9780262540421,1,12,1,5
9780262570213,1,12,1,5
9780262571036,1,12,1,2
9780262611336,1,12,1,2
9780262611350,1,12,1,3
9780262632034,1,12,1,1
9780262632553,1,12,1,1
9780262680936,1,12,1,2
9780262740258,1,12,1,2
9780268018498,1,12,1,2
9780275942694,1,12,1,3
9780275991166,1,12,1,1
9780285633148,1,12,1,1
9780285635944,1,12,1,3
9780285647473,1,12,1,3
9780285647879,1,12,1,5
9780285648111,1,12,1,4
9780292701328,1,12,1,5
9780292760288,1,12,1,2
9780295976914,1,12,1,2
9780295979847,1,12,1,3
9780299125400,1,12,1,3
9780299178000,1,12,1,3
9780300000306,1,12,2,5
9780300000894,1,12,2,2
9780300062908,1,12,2,2
9780300078152,1,12,2,5
9780300090956,1,12,2,2
9780300094008,1,12,2,3
9780300098259,1,12,2,2
9780300101058,1,12,2,5
9780300108484,1,12,2,4
9780300111149,1,12,2,4
9780300116182,1,12,2,4
9780300119947,1,12,2,5
9780306804984,1,12,2,5
9780306805622,1,12,2,4
9780306808821,1,12,2,1
9780306808906,1,12,3,4
9780306808913,1,12,3,1
9780306809323,1,12,3,2
9780306809576,1,12,3,1
9780306813689,1,12,3,4
9780306814556,1,12,3,4
9780307236012,1,12,3,1
9780307237903,1,12,3,4
9780307264121,1,12,3,1
9780307264893,1,12,3,1
9780307265432,1,12,3,1
9780307274977,1,12,3,3
9780307275561,1,12,3,5
9780307275738,1,12,3,4
9780307275936,1,12,3,4
9780307276902,1,12,3,1
9780307277671,1,12,3,3
9780307278364,1,12,3,1
9780307279460,1,12,3,3
9780307335852,1,12,3,3
9780307337337,1,12,3,1
9780307337931,1,12,3,5
9780307345974,1,12,3,5
9780307346582,1,12,4,4
9780307383419,1,12,4,1
9780310214694,1,12,4,4
9780310243564,1,12,4,4
9780310243878,1,12,4,3
9780310243885,1,12,4,3
9780310249870,1,12,4,2
9780310252191,1,12,4,1
9780310254874,1,12,4,2
9780310257868,1,12,4,1
9780310259664,1,12,4,5
9780310263456,1,12,4,3
9780310264132,1,12,4,4
9780310272663,1,12,4,1
9780310330516,1,12,4,4
9780310929550,1,12,4,1
9780312010447,1,12,4,1
9780312062354,1,12,4,3
9780312085124,1,12,4,5
9780312088477,1,12,4,1
9780312118181,1,12,4,2
9780312135256,1,12,4,1
9780312147679,1,12,4,1
9780312151225,1,12,4,4
9780312151256,1,12,5,2
9780312155322,1,12,5,2
9780312155858,1,12,5,3
9780312172251,1,12,5,4
9780312181109,1,12,5,1
9780312181338,1,12,5,5
9780312183011,1,12,5,2
9780312186883,1,12,5,2
9780312194390,1,12,5,1
9780312199432,1,12,5,3
9780312202057,1,12,5,4
9780312203030,1,12,5,5
9780312241223,1,12,5,2
9780312243357,1,12,5,3
9780312252816,1,12,5,5
9780312263089,1,12,5,5
9780312263102,1,12,5,2
9780312263232,1,12,5,3
9780312264895,1,12,5,1
9780312265052,1,12,6,4
9780312265816,1,12,6,4
9780312266059,1,12,6,5
9780312267179,1,12,6,4
9780312270827,1,12,6,4
9780312273224,1,12,6,3
9780312277109,1,12,6,2
9780312278496,1,12,6,2
9780312279998,1,12,6,3
9780312287443,1,12,6,3
9780312288013,1,12,6,5
9780312288273,1,12,6,5
9780312289515,1,12,6,1
9780312295431,1,12,6,2
9780312300333,1,12,6,1
9780312300531,1,12,6,4
9780312304461,1,12,6,1
9780312306182,1,12,6,1
9780312306342,1,12,6,2
9780312311339,1,12,6,4
9780312311452,2,1,1,4
9780312312152,2,1,1,1
9780312313678,2,1,1,2
9780312315733,2,1,1,1
9780312316136,2,1,1,3
9780312320195,2,1,1,2
9780312321185,2,1,1,2
9780312321192,2,1,1,2
9780312321208,2,1,1,2
9780312323868,2,1,1,5
9780312330866,2,1,1,5
9780312333751,2,1,1,1
9780312333799,2,1,1,1
9780312342517,2,1,1,2
9780312349493,2,1,1,5
9780312352189,2,1,1,2
9780312353261,2,1,1,5
9780312353766,2,1,2,2
9780312354077,2,1,2,1
9780312354374,2,1,2,2
9780312354602,2,1,2,2
9780312354954,2,1,2,3
9780312357771,2,1,2,4
9780312360115,2,1,2,4
9780312360269,2,1,2,2
9780312360863,2,1,2,1
9780312361754,2,1,2,3
9780312362966,2,1,2,1
9780312364526,2,1,2,2
9780312369347,2,1,2,5
9780312420925,2,1,2,3
9780312421687,2,1,2,3
9780312421977,2,1,2,5
9780312421991,2,1,3,4
9780312422158,2,1,3,4
9780312422240,2,1,3,5
9780312422325,2,1,3,1
9780312422738,2,1,3,4
9780312423131,2,1,3,3
9780312423209,2,1,3,5
9780312423377,2,1,3,1
9780312423674,2,1,3,3
9780312423797,2,1,3,3
9780312424084,2,1,3,5
9780312424442,2,1,3,5
9780312424671,2,1,4,5
9780312424688,2,1,4,2
9780312425081,2,1,4,5
9780312426033,2,1,4,2
9780312426118,2,1,4,2
9780312426231,2,1,4,2
9780312426453,2,1,4,4
9780312643065,2,1,4,2
9780312852535,2,1,4,2
9780312853020,2,1,4,5
9780312861438,2,1,4,4
9780312861872,2,1,4,5
9780312862176,2,1,5,3
9780312864743,2,1,5,2
9780312869595,2,1,5,2
9780312873110,2,1,5,5
9780312874568,2,1,5,1
9780312875572,2,1,5,4
9780312876623,2,1,5,1
9780312877514,2,1,5,2
9780312878603,2,1,5,4
9780312890186,2,1,5,3
9780312925741,2,1,5,2
9780312929640,2,1,6,5
9780312932787,2,1,6,5
9780312932800,2,1,6,5
9780312934309,2,1,6,1
9780312934439,2,1,6,3
9780312937690,2,1,6,5
9780312940669,2,1,6,2
9780312940683,2,1,6,2
9780312940980,2,1,6,2
9780312948962,2,1,6,1
9780312953966,2,1,6,2
9780312965686,2,1,6,1
9780312965785,2,1,6,3
9780312966201,2,1,7,4
9780312968304,2,1,7,1
9780312970079,2,1,7,1
9780312975739,2,1,7,2
9780312978334,2,1,7,4
9780312980146,2,1,7,4
9780312980160,2,1,7,5
9780312981662,2,1,7,4
9780312982515,2,1,7,2
9780312983864,2,1,7,5
9780312985349,2,1,7,5
9780312987015,2,1,7,5
9780312989385,2,1,7,3
9780312990688,2,1,7,1
9780312990695,2,2,1,4
9780312994815,2,2,1,1
9780312997113,2,2,1,3
9780312997830,2,2,1,4
9780313309335,2,2,1,5
9780313324529,2,2,1,2
9780316000611,2,2,1,4
9780316000956,2,2,1,1
9780316010764,2,2,1,1
9780316013260,2,2,1,4
9780316013307,2,2,1,2
9780316016650,2,2,2,5
9780316017442,2,2,2,3
9780316066143,2,2,2,1
9780316154970,2,2,2,4
9780316156110,2,2,2,2
9780316159418,2,2,2,2
9780316168816,2,2,2,3
9780316172325,2,2,2,4
9780316182744,2,2,2,4
9780316281331,2,2,2,1
9780316294522,2,2,2,2
9780316296199,2,2,3,1
9780316341516,2,2,3,5
9780316563567,2,2,3,1
9780316614566,2,2,3,1
9780316693356,2,2,3,5
9780316706001,2,2,3,4
9780316735162,2,2,3,2
9780316769488,2,2,3,4
9780316773782,2,2,3,3
9780316905749,2,2,3,4
9780316907927,2,2,4,3
9780316910330,2,2,4,3
9780316912129,2,2,4,2
9780316919890,2,2,4,1
9780316926348,2,2,4,5
9780316955126,2,2,4,1
9780316955171,2,2,4,2
9780321209184,2,2,4,3
9780321276230,2,2,5,4
9780321303370,2,2,5,1
9780321344755,2,2,5,1
9780321399533,2,2,5,2
9780321427137,2,2,5,5
9780321432872,2,2,5,5
9780325001531,2,2,5,2
9780330281720,2,2,5,1
9780330301749,2,2,5,4
9780330301756,2,2,5,1
9780330304214,2,2,5,3
9780330314916,2,2,5,4
9780330316255,2,2,6,5
9780330334617,2,2,6,2
9780330334686,2,2,6,3
9780330338813,2,2,6,5
9780330340199,2,2,6,4
9780330340328,2,2,7,4
9780330345040,2,2,7,2
9780330346511,2,2,7,1
9780330347761,2,2,7,2
9780330351690,2,2,7,2
9780330351829,2,2,7,5
9780330363686,2,2,8,4
9780330367349,2,2,8,4
9780330367479,2,2,8,5
9780330371223,2,2,8,5
9780330371230,2,2,8,2
9780330371247,2,2,8,4
9780330373579,2,2,8,4
9780330375467,2,2,8,1
9780330398046,2,2,8,4
9780330411738,2,2,8,1
9780330412445,2,3,1,3
9780330418881,2,3,1,3
9780330419123,2,3,1,3
9780330419154,2,3,1,4
9780330419581,2,3,1,3
9780330419642,2,3,1,3
9780330433136,2,3,1,5
9780330444576,2,3,1,1
9780330481915,2,3,1,2
9780330484770,2,3,2,4
9780330487108,2,3,2,5
9780330487146,2,3,2,5
9780330487153,2,3,2,1
9780330487191,2,3,2,2
9780330490269,2,3,2,2
9780330491198,2,3,2,1
9780333904916,2,3,2,4
9780340425626,2,3,2,2
9780340425671,2,3,2,2
9780340637876,2,3,2,1
9780340654163,2,3,2,1
9780340766163,2,3,3,2
9780340766187,2,3,3,4
9780340769201,2,3,3,1
9780340774779,2,3,3,4
9780340796146,2,3,3,2
9780340796153,2,3,3,3
9780340796184,2,3,3,3
9780340796313,2,3,3,3
9780340796344,2,3,3,3
9780340828069,2,3,3,1
9780340829776,2,3,4,5
9780340831205,2,3,4,3
9780340837955,2,3,4,4
9780340838037,2,3,4,3
9780340850626,2,3,4,2
9780340878750,2,3,4,4
9780340917541,2,3,4,2
9780345251220,2,3,4,4
9780345296917,2,3,4,1
9780345301116,2,3,4,3
9780345302359,2,3,5,4
9780345305183,2,3,5,1
9780345316509,2,3,5,1
9780345323903,2,3,5,2
9780345331052,2,3,5,4
9780345333223,2,3,5,3
9780345339737,2,3,5,2
9780345346292,2,3,5,3
9780345350800,2,3,5,4
9780345352446,2,3,5,3
9780345354648,2,3,6,5
9780345368430,2,3,6,3
9780345373946,2,3,6,1
9780345375216,2,3,6,5
9780345377968,2,3,6,3
9780345384225,2,3,6,1
9780345391698,2,3,6,4
9780345396358,2,3,6,2
9780345396532,2,3,6,5
9780345396556,2,3,6,1
9780345396709,2,3,7,3
9780345397393,2,3,7,1
9780345397607,2,3,7,3
9780345397614,2,3,7,5
9780345407863,2,3,7,3
9780345409706,2,3,7,5
9780345412812,2,3,7,3
9780345418265,2,3,7,4
9780345418685,2,3,7,5
9780345418777,2,3,8,4
9780345418906,2,3,8,4
9780345419088,2,3,8,2
9780345419620,2,3,8,2
9780345419637,2,3,8,3
9780345422040,2,3,8,4
9780345422910,2,3,8,5
9780345424624,2,4,1,5
9780345425928,2,4,1,1
9780345428301,2,4,1,5
9780345431103,2,4,1,2
9780345431912,2,4,1,3
9780345432407,2,4,1,3
9780345434074,2,4,1,1
9780345434906,2,4,1,2
9780345435750,2,4,1,1
9780345435774,2,4,1,3
9780345436917,2,4,1,5
9780345438713,2,4,2,5
9780345439109,2,4,2,5
9780345439499,2,4,2,4
9780345440143,2,4,2,3
9780345440839,2,4,2,4
9780345441034,2,4,2,1
9780345441300,2,4,2,2
9780345441706,2,4,2,5
9780345442123,2,4,2,3
9780345442635,2,4,2,5
9780345442741,2,4,2,2
9780345443281,2,4,3,2
9780345443601,2,4,3,3
9780345444882,2,4,3,1
9780345446107,2,4,3,3
9780345446664,2,4,3,1
9780345448194,2,4,3,5
9780345449023,2,4,3,5
9780345450395,2,4,3,4
9780345450692,2,4,3,2
9780345452511,2,4,3,4
9780345453747,2,4,3,1
9780345453860,2,4,3,3
9780345455826,2,4,4,4
9780345455918,2,4,4,3
9780345456342,2,4,4,1
9780345457370,2,4,4,1
9780345457691,2,4,4,3
9780345457745,2,4,4,3
9780345458568,2,4,4,3
9780345458940,2,4,4,4
9780345461360,2,4,5,3
9780345461582,2,4,5,2
9780345461612,2,4,5,5
9780345461674,2,4,5,5
9780345463050,2,4,5,4
9780345463098,2,4,6,2
9780345463159,2,4,6,1
9780345464972,2,4,6,1
9780345465542,2,4,6,2
9780345466396,2,4,6,1
9780345467324,2,4,6,5
9780345468369,2,4,6,3
9780345468390,2,4,6,5
9780345472458,2,4,6,4
9780345476098,2,4,7,5
9780345476517,2,4,7,1
9780345476722,2,4,7,1
9780345476883,2,4,7,5
9780345477385,2,4,7,5
9780345477521,2,4,7,4
9780345477606,2,4,7,1
9780345477972,2,4,7,1
9780345478238,2,4,8,2
9780345478245,2,4,8,4
9780345478252,2,4,8,1
9780345478955,2,4,8,5
9780345479174,2,4,8,4
9780345479396,2,4,8,4
9780345479457,2,4,8,3
9780345481290,2,4,8,2
9780345482402,2,4,8,3
9780345483171,2,4,8,1
9780345483195,2,4,8,1
9780345483898,2,4,8,1
9780345484109,2,4,8,1
9780345485281,2,4,8,1
9780345485328,2,4,8,4
9780345486479,2,4,8,5
9780345486585,2,5,1,5
9780345487032,2,5,1,5
9780345487421,2,5,1,3
9780345487629,2,5,1,4
9780345490094,2,5,1,3
9780345490643,2,5,1,3
9780345492869,2,5,1,2
9780345494023,2,5,1,1
9780345495839,2,5,1,4
9780345495846,2,5,2,1
9780349100135,2,5,2,5
9780349100470,2,5,2,3
9780349105307,2,5,2,1
9780349107868,2,5,2,4
9780349113005,2,5,2,4
9780349113463,2,5,2,2
9780349113487,2,5,2,1
9780349113913,2,5,2,4
9780349116303,2,5,3,4
9780349116648,2,5,3,4
9780349117041,2,5,3,4
9780370307121,2,5,3,3
9780373028603,2,5,3,2
9780373124183,2,5,3,4
9780373250219,2,5,3,2
9780373250479,2,5,3,1
9780373250714,2,5,3,3
9780373273492,2,5,3,3
9780373274611,2,5,3,4
9780373274741,2,5,4,4
9780373285235,2,5,4,4
9780373285242,2,5,4,1
9780373285433,2,5,4,3
9780373483372,2,5,4,3
9780373510054,2,5,4,2
9780373511624,2,5,4,2
9780373632442,2,5,4,3
9780373638161,2,5,4,2
9780373638529,2,5,4,3
9780373713011,2,5,4,5
9780373760039,2,5,5,5
9780373766628,2,5,5,2
9780373767618,2,5,5,5
9780373767793,2,5,5,5
9780373771257,2,5,5,5
9780373771370,2,5,5,1
9780373771721,2,5,5,3
9780373772513,2,5,5,5
9780373772520,2,5,5,1
9780373792733,2,5,5,1
9780373802135,2,5,6,2
9780373802395,2,5,6,5
9780373802487,2,5,6,3
9780373832712,2,5,6,3
9780373835492,2,5,6,4
9780373836086,2,5,6,3
9780373836932,2,5,6,5
9780373870288,2,5,6,5
9780373895205,2,5,6,3
9780374131944,2,5,7,5
9780374146351,2,5,7,4
9780374271077,2,5,7,1
9780374292799,2,5,7,1
9780374299194,2,5,7,3
9780374422080,2,5,7,1
9780374500528,2,5,7,4
9780374502003,2,5,7,2
9780374506803,2,5,7,4
9780374516000,2,5,7,5
9780374517885,2,5,7,4
9780374519742,2,5,8,5
9780374522599,2,5,8,1
9780374522834,2,5,8,5
9780374522872,2,5,8,1
9780374524791,2,5,8,5
9780374524920,2,5,8,3
9780374525071,2,5,8,2
9780374525118,2,5,8,1
9780374525804,2,5,8,3
9780374525866,2,5,8,2
9780374526962,2,5,8,5
9780374527051,2,5,8,1
9780374528379,2,5,8,2
9780374528553,2,6,1,3
9780374528669,2,6,1,3
9780374529260,2,6,1,3
9780374529604,2,6,1,3
9780374529949,2,6,1,2
9780374530259,2,6,1,5
9780374530303,2,6,1,5
9780374530310,2,6,1,1
9780374530495,2,6,1,2
9780374530716,2,6,1,5
9780374626235,2,6,1,4
9780375400704,2,6,1,5
9780375407932,2,6,2,5
9780375408274,2,6,2,1
9780375411724,2,6,2,5
9780375415036,2,6,2,2
9780375421051,2,6,2,3
9780375422713,2,6,2,2
9780375423802,2,6,2,5
9780375500725,2,6,2,3
9780375507151,2,6,3,5
9780375700125,2,6,3,5
9780375700262,2,6,3,5
9780375700811,2,6,3,2
9780375701368,2,6,3,2
9780375701801,2,6,3,5
9780375701887,2,6,3,5
9780375701894,2,6,3,5
9780375701962,2,6,3,3
9780375702365,2,6,3,4
9780375702976,2,6,3,2
9780375703065,2,6,3,2
9780375703409,2,6,3,4
9780375703843,2,6,4,4
9780375703867,2,6,4,4
9780375703874,2,6,4,4
9780375704055,2,6,4,1
9780375704253,2,6,4,4
9780375704437,2,6,4,1
9780375705045,2,6,4,2
9780375705243,2,6,4,2
9780375706363,2,6,4,1
9780375707216,2,6,4,2
9780375707490,2,6,4,4
9780375708213,2,6,4,3
9780375708220,2,6,4,2
9780375708732,2,6,4,5
9780375711169,2,6,4,2
9780375713347,2,6,4,1
9780375713934,2,6,5,3
9780375714337,2,6,5,4
9780375714498,2,6,5,3
9780375714634,2,6,5,4
9780375714764,2,6,5,5
9780375719004,2,6,5,1
9780375719011,2,6,5,3
9780375724428,2,6,5,2
9780375724503,2,6,5,3
9780375724633,2,6,5,4
9780375724954,2,6,5,5
9780375725036,2,6,5,4
9780375725302,2,6,5,1
9780375725975,2,6,5,3
9780375726217,2,6,5,3
9780375726514,2,6,5,2
9780375726538,2,6,6,5
9780375726712,2,6,6,2
9780375726798,2,6,6,1
9780375727061,2,6,6,1
9780375727276,2,6,6,4
9780375727573,2,6,6,3
9780375727580,2,6,6,2
9780375751516,2,6,6,5
9780375752674,2,6,6,3
9780375755194,2,6,6,2
9780375755200,2,6,6,5
9780375755217,2,6,6,2
9780375756603,2,6,6,3
9780375757013,2,6,6,4
9780375757181,2,6,6,2
9780375757280,2,6,6,2
9780375758232,2,6,6,1
9780375758737,2,6,6,5
9780375759147,2,6,7,1
9780375759314,2,6,7,5
9780375759345,2,6,7,4
9780375760136,2,6,7,1
9780375760396,2,6,7,1
9780375760525,2,6,7,5
9780375760648,2,6,7,3
9780375760815,2,6,7,2
9780375760846,2,6,7,5
9780375760945,2,6,7,4
9780375806704,2,6,7,1
9780375812934,2,7,1,5
9780375813689,2,7,1,2
9780375813757,2,7,1,2
9780375814686,2,7,1,4
9780375823022,2,7,1,4
9780375823787,2,7,1,2
9780375826887,2,7,1,4
9780375826894,2,7,1,3
9780375827488,2,7,1,4
9780375828256,2,7,1,3
9780375829635,2,7,1,4
9780375832208,2,7,1,2
9780375832215,2,7,1,2
9780375836046,2,7,1,4
9780375836572,2,7,1,5
9780375839375,2,7,1,1
9780375844409,2,7,1,3
9780375846731,2,7,2,5
9780380004614,2,7,2,5
9780380620005,2,7,2,2
9780380710829,2,7,2,3
9780380710843,2,7,3,3
9780380711963,2,7,3,4
9780380713806,2,7,3,1
9780380713813,2,7,3,3
9780380715435,2,7,3,2
9780380720446,2,7,3,4
9780380720866,2,7,3,4
9780380725786,2,7,4,4
9780380730360,2,7,4,2
9780380731152,2,7,4,1
9780380731503,2,7,4,2
9780380731862,2,7,4,5
9780380731954,2,7,4,5
9780380732029,2,7,4,3
9780380755691,2,7,4,2
9780380759491,2,7,4,5
9780380759507,2,7,5,4
9780380763399,2,7,5,5
9780380771080,2,7,5,2
9780380776047,2,7,5,4
9780380777587,2,7,5,3
9780380784912,2,7,5,1
9780380789023,2,7,5,1
9780380789832,2,7,5,5
9780380794874,2,7,5,1
9780380803279,2,7,6,4
9780380809066,2,7,6,4
9780380810956,2,7,6,2
9780380813810,2,7,6,5
9780380813865,2,7,6,4
9780380815692,2,7,6,4
9780380815937,2,7,7,4
9780380817931,2,7,7,1
9780380818204,2,7,7,2
9780385040204,2,7,7,3
9780385074070,2,7,7,4
9780385086165,2,7,7,4
9780385090025,2,7,7,3
9780385092104,2,7,7,5
9780385121224,2,7,7,2
9780385129916,2,7,8,5
9780385189514,2,7,8,4
9780385236256,2,7,8,2
9780385239547,2,7,8,3
9780385240871,2,7,8,5
9780385264587,2,7,8,5
9780385264730,2,8,1,1
9780385265706,2,8,1,4
9780385311779,2,8,1,5
9780385313483,2,8,1,4
9780385314695,2,8,1,5
9780385315173,2,8,1,4
9780385315289,2,8,1,2
9780385316576,2,8,1,3
9780385319270,2,8,1,5
9780385321983,2,8,1,4
9780385324137,2,8,2,5
9780385325332,2,8,2,1
9780385333139,2,8,2,2
9780385333764,2,8,2,4
9780385333788,2,8,2,3
9780385333818,2,8,2,1
9780385333870,2,8,2,4
9780385333900,2,8,2,1
9780385334174,2,8,2,1
9780385334235,2,8,2,4
9780385334266,2,8,2,3
9780385334303,2,8,2,3
9780385335546,2,8,2,1
9780385335676,2,8,2,3
9780385335973,2,8,2,1
9780385335997,2,8,2,5
9780385336109,2,8,3,5
9780385336956,2,8,3,5
9780385337816,2,8,3,4
9780385337939,2,8,3,4
9780385338059,2,8,3,1
9780385339087,2,8,3,5
9780385339094,2,8,3,3
9780385339599,2,8,3,2
9780385339650,2,8,3,4
9780385339667,2,8,3,4
9780385339674,2,8,3,5
9780385339704,2,8,4,3
9780385340397,2,8,4,2
9780385415606,2,8,4,3
9780385418133,2,8,4,5
9780385418492,2,8,4,1
9780385418867,2,8,4,1
9780385423397,2,8,4,1
9780385424707,2,8,4,4
9780385468435,2,8,4,1
9780385468862,2,8,4,3
9780385470469,2,8,4,5
9780385474016,2,8,4,5
9780385481960,2,8,5,5
9780385489492,2,8,5,1
9780385489515,2,8,5,3
9780385490627,2,8,5,5
9780385490818,2,8,5,3
9780385491037,2,8,5,5
9780385491051,2,8,5,1
9780385491082,2,8,5,1
9780385492164,2,8,5,3
9780385492249,2,8,5,1
9780385493628,2,8,5,4
9780385494786,2,8,5,2
9780385495172,2,8,5,4
9780385495226,2,8,5,1
9780385495325,2,8,6,3
9780385496094,2,8,6,3
9780385497091,2,8,6,2
9780385497145,2,8,6,5
9780385497398,2,8,6,2
9780385503846,2,8,6,3
9780385504218,2,8,6,3
9780385508476,2,8,6,5
9780385607018,2,8,6,1
9780385609371,2,8,6,1
9780385720106,2,8,6,2
9780385720977,2,8,6,5
9780385721004,2,8,6,3
9780385721059,2,8,6,3
9780385721677,2,8,6,2
9780385721790,2,8,7,4
9780385721875,2,8,7,1
9780385721912,2,8,7,5
9780385722162,2,8,7,1
9780385729369,2,8,7,3
9780385731058,2,8,7,4
9780385731829,2,8,7,2
9780385731843,2,8,7,1
9780385732338,2,8,7,2
9780385732536,2,8,7,4
9780385732550,2,8,7,3
9780385732567,2,8,7,1
9780385732918,2,8,7,5
9780385733878,2,8,7,4
9780385734073,2,8,7,3
9780387987200,2,8,7,2
9780393002317,2,8,7,4
9780393020397,2,8,7,5
9780393040586,2,8,7,2
9780393048858,2,9,1,5
9780393050578,2,9,1,4
9780393051582,2,9,1,2
9780393057249,2,9,1,3
9780393057799,2,9,1,4
9780393058475,2,9,1,2
9780393058635,2,9,1,1
9780393059168,2,9,1,1
9780393059465,2,9,1,3
9780393059953,2,9,2,4
9780393060416,2,9,2,2
9780393060911,2,9,2,5
9780393061062,2,9,2,3
9780393061635,2,9,2,3
9780393064988,2,9,2,1
9780393090024,2,9,2,1
9780393098211,2,9,2,4
9780393307009,2,9,2,3
9780393308198,2,9,2,4
9780393308556,2,9,2,5
9780393310320,2,9,2,5
9780393311037,2,9,2,1
9780393311396,2,9,2,2
9780393312768,2,9,2,1
9780393313963,2,9,3,3
9780393315080,2,9,3,2
9780393315110,2,9,3,2
9780393315639,2,9,3,5
9780393316025,2,9,3,3
9780393316049,2,9,3,3
9780393318357,2,9,3,1
9780393318685,2,9,3,1
9780393318791,2,9,3,2
9780393320923,2,9,3,5
9780393321630,2,9,3,4
9780393321807,2,9,3,3
9780393321982,2,9,3,1
9780393322101,2,9,3,5
9780393322576,2,9,3,2
9780393323528,2,9,3,2
9780393324143,2,9,4,5
9780393324358,2,9,4,2
9780393324464,2,9,4,2
9780393324815,2,9,4,4
9780393324860,2,9,4,5
9780393326710,2,9,4,1
9780393327021,2,9,4,1
9780393327069,2,9,4,5
9780393327342,2,9,4,5
9780393327656,2,9,4,3
9780393328622,2,9,4,1
9780393329407,2,9,4,4
9780393703276,2,9,4,2
9780393703351,2,9,4,2
9780393924282,2,9,4,5
9780393924657,2,9,5,4
9780393924916,2,9,5,4
9780393924954,2,9,5,1
9780393926118,2,9,5,2
9780393927207,2,9,5,5
9780393927696,2,9,5,3
9780393930139,2,9,6,4
9780393956535,2,9,6,4
9780393959048,2,9,6,1
9780393959055,2,9,6,4
9780393962932,2,9,6,5
9780393963045,2,9,6,4
9780393964523,2,9,6,5
9780393964585,2,9,6,3
9780393970128,2,9,6,2
9780393974294,2,9,7,4
9780393977516,2,9,7,1
9780393977530,2,9,7,3
9780393977615,2,9,7,4
9780393978193,2,9,7,4
9780393978896,2,9,7,5
9780393979169,2,9,7,2
9780393979312,2,9,7,1
9780393979534,2,9,7,3
9780394448046,2,9,7,4
9780394536491,2,10,1,3
9780394571072,2,10,1,2
9780394584041,2,10,1,1
9780394604800,2,10,1,4
9780394700151,2,10,1,4
9780394718132,2,10,1,5
9780394733524,2,10,1,4
9780394743042,2,10,1,5
9780394746166,2,10,1,3
9780394746234,2,10,1,3
9780394751221,2,10,1,5
9780394756967,2,10,1,3
9780394757681,2,10,1,2
9780394758268,2,10,1,3
9780394758275,2,10,1,2
9780394758282,2,10,1,5
9780394759845,2,10,2,3
9780394800165,2,10,2,2
9780394800271,2,10,2,4
9780394800769,2,10,2,4
9780394820378,2,10,2,4
9780394832203,2,10,2,5
9780394844848,2,10,2,2
9780394895833,2,10,2,2
9780395500767,2,10,2,5
9780395530078,2,10,2,3
9780395544259,2,10,2,1
9780395547038,2,10,2,1
9780395599686,2,10,2,5
9780395657836,2,10,2,3
9780395680926,2,10,2,5
9780395706749,2,10,2,1
9780395710418,2,10,2,1
9780395740101,2,10,2,1
9780395746561,2,10,2,1
9780395754900,2,10,3,5
